Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Vehicle_movement,Casualty_class,Casualty_severity,Pedestrian_movement,Cause_of_accident,Accident_severity
463,4,1,1,2,1,3,5,7,4,5,1,0,0,3,3,8,2,2,3,3,5,1,2
112,2,1,1,4,0,4,5,7,1,5,0,0,0,3,2,8,2,2,0,2,5,5,2
405,0,1,1,4,0,4,7,6,4,5,0,0,0,3,2,8,2,2,0,1,5,11,2
633,0,1,1,4,0,3,7,9,2,5,7,0,0,0,2,8,2,2,3,3,5,3,2
492,5,1,1,4,0,2,5,6,0,5,3,0,2,0,6,8,1,3,1,2,5,9,2
192,5,1,1,6,0,2,0,6,4,5,1,0,0,3,2,8,2,2,2,2,5,0,2
963,1,1,1,1,0,0,4,2,4,5,1,0,0,3,2,8,1,2,3,3,5,3,1
531,5,1,1,4,0,2,7,7,4,5,3,0,0,3,2,8,2,2,3,3,5,13,2
300,3,1,1,1,2,3,7,7,3,5,1,0,3,3,4,8,2,2,3,3,5,11,2
176,1,3,1,1,0,1,7,7,1,5,4,0,0,3,2,2,2,4,3,3,5,10,2
292,2,0,1,4,0,1,14,6,2,5,7,0,3,3,2,8,2,2,0,2,5,12,2
614,1,4,0,1,0,2,0,7,4,5,1,0,3,0,4,8,2,2,0,1,5,2,2
229,0,0,1,4,0,4,3,6,1,5,1,0,0,3,2,8,2,9,3,3,5,9,1
688,2,0,1,0,0,2,0,7,2,5,0,0,3,0,4,2,2,2,0,2,5,10,2
433,5,0,1,4,0,0,3,6,2,5,3,3,0,3,2,8,2,2,3,3,5,11,1
915,0,0,1,0,0,5,5,2,4,5,0,0,0,3,2,8,3,3,3,3,5,9,2
921,4,4,1,4,0,1,0,9,2,5,7,0,0,3,2,8,2,2,2,2,5,0,2
698,0,4,1,4,0,2,15,9,6,5,0,0,0,0,2,8,2,3,0,2,5,10,2
318,0,0,1,2,2,3,0,7,2,5,3,0,0,3,2,8,2,3,3,3,5,9,2
225,5,1,1,2,0,3,5,6,3,5,1,0,0,3,2,8,2,2,3,3,5,3,2
1019,1,2,1,1,0,1,0,2,2,5,5,0,0,3,2,8,2,7,3,3,5,10,2
127,2,4,1,1,0,3,0,7,1,5,7,0,3,3,3,8,2,2,1,2,5,12,2
97,6,2,2,1,0,2,7,6,3,5,0,0,0,3,2,8,2,9,0,2,5,3,2
24,5,1,1,1,0,2,3,7,2,5,1,0,0,0,2,8,3,2,3,3,5,11,1
482,2,0,1,4,0,1,10,7,2,6,1,4,3,0,4,8,1,2,0,2,5,1,1
438,6,2,1,4,0,1,0,7,0,5,1,0,0,3,2,1,2,2,0,2,5,2,2
555,3,0,1,4,0,0,11,9,2,5,7,0,3,0,2,8,2,2,0,2,5,2,2
944,1,0,1,4,2,4,8,7,4,5,1,0,0,3,2,8,2,2,2,2,5,3,2
391,2,1,1,1,0,0,4,6,2,5,1,0,0,3,2,8,2,8,3,3,5,3,2
89,6,2,1,2,0,3,5,6,4,5,7,0,0,3,2,8,2,2,3,3,5,0,2
747,4,3,1,4,0,2,7,6,2,7,1,2,0,2,2,8,1,2,0,2,5,3,1
633,3,0,1,4,0,0,7,7,4,5,7,0,0,3,2,8,2,2,0,2,5,1,2
293,3,1,1,4,0,2,7,7,2,5,7,0,0,3,2,2,2,2,2,2,1,1,2
112,6,3,1,4,2,2,5,7,2,5,7,0,3,3,4,8,3,3,3,3,5,10,2
979,5,0,1,0,0,0,0,9,4,3,7,0,0,3,2,8,3,2,3,3,5,16,2
229,3,1,1,2,0,3,0,6,1,5,7,0,0,3,2,8,3,1,3,3,5,17,2
908,6,1,1,1,0,1,5,7,4,5,1,0,3,3,4,3,3,2,2,2,1,9,2
376,6,1,1,1,2,3,5,7,2,5,5,0,3,0,4,8,1,12,0,2,5,10,2
454,5,1,1,2,2,1,9,9,2,5,1,0,0,3,2,8,2,2,0,2,5,10,2
139,5,1,1,1,0,3,0,12,4,6,1,0,0,3,2,8,2,3,1,2,5,3,2
288,3,1,1,4,2,1,14,7,2,5,1,0,0,3,2,1,1,8,1,2,5,4,1
420,5,4,1,4,0,3,0,7,2,5,1,0,0,3,7,8,1,2,3,3,5,10,2
501,4,0,1,4,0,1,4,7,4,5,0,0,0,3,0,8,2,2,0,1,5,3,2
894,4,4,0,1,0,3,0,1,1,6,1,0,0,3,2,8,2,2,3,3,5,10,2
323,3,4,0,1,0,1,14,6,1,5,0,0,3,3,4,8,2,7,3,3,5,12,2
201,2,4,0,1,2,1,0,6,4,5,7,0,3,3,2,8,2,2,3,3,5,1,2
405,2,2,1,3,0,6,0,9,6,8,1,0,0,3,7,8,1,2,3,3,5,16,2
720,2,0,1,1,0,2,0,7,4,5,1,4,0,0,2,8,2,3,2,2,5,16,2
599,3,1,1,4,0,3,1,7,2,6,7,0,0,0,2,5,2,2,3,3,5,0,2
713,1,3,1,4,0,1,0,5,2,0,1,0,3,0,4,8,2,4,2,2,6,3,1
400,3,1,1,1,0,2,9,3,2,5,7,0,0,3,2,8,2,2,3,3,5,4,2
348,5,2,1,4,0,1,7,7,2,5,7,2,0,3,2,8,2,2,2,2,5,1,2
283,2,0,1,4,0,5,0,7,2,5,7,0,0,3,2,7,3,2,0,2,5,9,2
420,6,1,1,4,0,2,0,6,6,5,1,0,0,3,2,2,1,3,0,2,5,16,2
371,2,0,1,1,0,0,6,9,2,5,1,0,0,3,2,8,1,2,2,2,1,9,1
210,1,0,1,6,0,2,3,7,0,5,7,0,0,3,2,8,2,2,3,3,5,1,1
657,4,0,1,4,0,3,0,7,2,7,7,0,0,3,2,8,2,2,0,2,5,10,2
328,2,1,1,1,2,3,5,9,2,5,4,0,0,3,2,8,2,2,3,3,5,17,2
179,5,0,1,5,0,3,8,6,2,5,7,0,0,3,2,8,2,2,1,2,5,3,2
558,2,0,1,4,0,2,0,7,2,5,7,0,0,3,2,8,2,2,0,2,5,10,1
765,2,4,0,1,0,2,7,6,3,5,1,0,0,0,2,8,1,3,0,2,5,16,2
874,0,0,1,4,0,4,0,6,2,5,7,0,3,0,2,2,2,3,0,2,5,13,2
107,5,0,1,4,0,0,9,2,4,5,1,0,0,3,2,8,2,2,3,3,5,9,2
534,6,1,1,4,0,3,12,1,2,5,7,0,0,3,2,8,2,3,3,3,5,1,2
199,3,1,1,4,0,2,0,7,2,5,7,0,0,3,2,8,1,2,3,3,5,10,1
247,0,1,1,1,2,3,7,12,0,5,7,0,3,3,2,2,2,3,3,3,5,0,2
760,4,4,0,4,0,2,9,7,2,5,1,0,0,0,7,8,1,9,3,3,5,3,1
197,0,0,1,4,0,4,5,12,6,5,1,0,0,0,2,8,2,7,0,2,5,3,2
185,3,1,2,4,0,0,14,6,2,5,0,4,0,3,2,8,3,2,3,3,5,3,2
298,3,3,1,2,0,2,7,7,2,5,1,0,0,3,2,8,1,2,3,3,5,10,2
947,4,3,1,4,0,0,9,7,2,5,1,0,0,3,2,8,2,2,2,1,1,10,2
237,6,4,0,4,0,3,8,1,4,5,7,0,0,3,2,8,2,2,2,2,1,10,2
546,6,2,1,4,0,1,0,6,2,1,1,0,3,3,4,8,3,2,3,3,5,3,2
235,2,2,1,4,0,1,7,7,2,6,1,0,3,3,2,8,3,2,3,3,5,10,2
551,4,3,1,4,0,0,4,7,6,5,1,0,0,3,2,5,3,2,3,3,5,1,1
956,5,0,1,2,0,3,5,9,4,5,7,0,0,3,2,8,1,0,1,2,5,1,2
362,6,1,1,1,2,0,14,6,2,5,1,0,0,3,2,1,1,2,3,3,5,0,2
352,0,3,1,4,0,0,0,12,6,3,3,0,0,3,2,2,2,2,3,3,5,1,1
88,0,2,1,4,2,2,13,2,4,5,1,0,0,3,2,8,1,2,3,3,5,16,2
908,1,0,1,4,0,4,4,9,2,5,1,0,3,3,4,8,3,5,3,3,5,17,1
659,2,2,1,4,0,1,0,9,2,5,1,0,0,0,2,1,2,2,0,2,5,1,1
352,1,4,1,4,0,1,8,7,2,5,7,0,0,3,2,8,1,2,0,2,5,12,1
352,5,2,1,4,0,4,0,7,1,5,7,0,0,3,2,8,4,2,1,2,5,10,2
1016,4,0,1,4,0,2,10,7,6,5,1,0,0,3,7,8,2,2,0,2,5,0,1
445,4,1,1,4,0,3,0,7,2,5,0,0,0,3,2,1,1,2,3,3,5,1,1
318,3,0,1,4,0,1,0,7,6,5,1,0,3,3,4,1,2,2,3,3,5,12,2
295,6,2,1,4,0,3,7,6,2,5,2,0,3,3,4,1,2,2,1,2,5,0,2
689,6,3,1,4,0,3,11,7,6,5,1,0,0,0,7,1,2,1,2,2,7,10,1
315,1,1,1,4,0,0,0,9,1,5,1,0,0,3,2,8,1,3,0,2,5,3,2
801,2,0,1,0,0,3,0,5,4,5,7,0,3,0,8,8,1,2,3,3,5,0,2
150,6,0,1,2,2,2,5,6,0,5,1,0,3,3,4,8,3,9,3,3,5,10,2
185,3,1,1,4,0,0,14,9,4,5,0,0,0,3,2,8,3,2,3,3,5,12,2
357,0,4,1,4,0,0,7,7,4,3,1,0,3,3,2,8,2,2,0,2,5,10,2
561,0,0,1,4,0,1,8,7,2,5,7,0,3,0,2,8,4,2,1,2,5,0,2
440,0,2,1,4,0,4,11,9,2,5,7,0,0,3,2,6,3,2,3,3,5,10,1
315,2,1,1,4,0,3,15,2,2,5,7,0,0,3,0,8,2,1,3,3,5,4,2
492,0,2,1,4,0,3,5,6,4,5,6,0,0,3,2,8,4,2,0,2,5,1,2
555,4,0,1,1,2,2,10,7,4,5,7,0,0,0,2,8,1,2,2,2,1,10,2
274,4,3,1,4,2,2,0,9,4,5,7,0,0,3,3,8,2,2,0,1,5,13,2
741,6,2,2,1,2,1,14,6,6,5,0,0,0,0,2,6,2,2,0,2,5,3,2
688,2,0,1,4,0,2,5,9,6,5,1,0,3,0,2,2,2,2,1,2,5,1,2
428,4,1,1,1,0,1,5,7,2,5,7,0,0,3,2,2,2,3,0,2,5,9,2
720,2,0,1,1,0,1,0,2,1,5,1,0,0,0,2,6,2,3,0,2,5,3,2
324,1,1,1,2,0,2,5,6,2,5,7,0,0,3,0,8,2,2,0,2,5,9,2
969,4,0,1,0,0,0,9,9,2,5,7,0,0,3,2,2,3,3,3,3,5,0,2
435,5,1,1,4,2,0,5,6,2,5,7,0,0,3,2,8,2,2,0,2,5,12,2
495,1,1,1,4,0,2,7,2,1,5,0,0,0,3,2,8,2,2,3,3,5,9,2
547,6,0,1,4,0,1,5,7,4,5,0,0,3,2,4,8,2,2,0,2,5,9,2
846,2,0,1,4,0,3,7,7,2,5,0,0,3,0,2,8,2,3,2,2,1,13,2
463,3,1,1,6,2,2,6,7,6,5,7,0,0,3,2,8,1,2,1,2,5,1,2
492,4,0,1,3,2,0,4,2,0,5,1,0,0,3,2,1,2,4,0,2,5,2,2
300,3,0,1,1,2,4,0,2,3,5,1,0,3,3,4,8,2,2,0,2,5,3,2
60,6,0,1,1,0,1,4,7,2,0,7,0,0,3,2,8,2,4,0,2,5,9,2
1008,0,0,1,1,2,2,5,6,3,5,1,0,0,3,2,1,4,2,0,2,5,11,2
66,6,1,1,4,2,1,0,9,6,5,0,0,0,3,2,8,2,2,0,2,5,3,2
219,2,1,1,3,2,0,0,7,6,5,3,0,0,3,2,8,2,7,2,2,5,0,1
964,6,4,1,0,0,3,5,5,4,5,7,0,0,3,2,8,2,10,3,3,5,12,2
664,4,0,1,4,0,1,8,6,2,2,7,0,3,0,2,8,2,3,3,3,5,1,2
348,5,0,1,1,2,1,9,1,6,5,0,0,0,3,2,8,1,2,2,2,5,18,2
580,3,0,1,4,2,1,8,9,2,5,7,0,0,0,2,8,1,2,3,3,5,12,1
604,2,1,1,4,2,1,5,9,2,5,7,0,0,0,2,8,2,3,2,2,5,9,2
420,0,4,1,4,2,0,11,6,2,5,7,0,0,3,2,8,1,2,0,2,5,0,2
362,2,0,1,1,0,3,5,1,4,5,7,0,0,3,2,8,2,3,1,2,5,10,2
509,6,1,1,4,0,0,5,9,2,5,0,0,3,0,2,0,2,2,0,2,5,16,1
348,2,3,1,4,0,2,0,9,2,5,7,0,0,3,2,8,2,2,3,3,5,1,2
574,3,0,1,4,0,4,14,6,4,5,1,0,0,0,2,8,2,2,0,0,5,17,2
538,3,1,1,1,2,2,7,6,2,5,7,0,0,2,2,1,2,4,3,3,5,0,2
604,5,0,1,2,0,4,14,7,2,5,0,0,0,3,2,8,2,2,3,3,5,0,2
292,0,0,1,1,0,4,3,7,2,5,3,0,0,3,7,6,2,2,1,2,5,3,2
1020,2,2,1,4,0,3,8,7,6,5,0,0,3,3,4,8,3,2,3,3,5,0,2
1001,6,2,1,1,0,0,0,7,4,5,1,0,0,3,2,8,2,2,1,2,5,10,2
306,1,0,1,4,0,3,6,7,6,5,0,0,3,0,2,8,2,2,0,2,5,12,2
741,4,1,1,5,2,3,6,9,0,5,5,3,0,0,2,2,1,4,1,2,5,10,2
326,5,1,1,4,0,2,11,6,4,5,7,0,0,3,2,8,2,4,0,2,5,16,2
633,0,0,1,4,0,2,5,6,1,5,7,0,0,0,2,8,2,2,0,2,5,10,2
492,1,4,0,4,0,2,8,7,4,5,7,0,3,0,4,8,1,2,3,3,5,10,2
75,5,2,1,4,0,2,5,7,0,5,1,0,3,3,2,8,1,2,3,3,5,9,2
63,3,0,1,4,0,3,14,2,6,5,7,0,3,3,4,8,2,7,0,2,5,4,1
440,4,1,1,4,2,0,0,9,0,5,7,0,0,3,2,8,3,2,3,3,5,1,2
163,5,1,1,1,0,2,0,5,4,7,7,0,0,3,2,8,3,4,0,2,5,12,2
700,2,0,1,4,0,1,7,6,2,1,3,0,0,0,2,8,3,2,0,2,5,14,2
440,2,1,1,4,0,2,5,9,2,5,0,0,0,3,2,8,2,2,2,2,5,10,2
49,4,1,1,4,0,2,14,5,2,7,1,0,0,3,2,2,2,3,0,2,5,0,2
374,5,1,1,4,0,4,8,7,0,5,7,0,0,0,2,2,2,2,0,2,5,1,2
305,6,0,1,4,2,2,0,5,4,7,2,0,0,3,2,8,2,2,0,2,5,5,1
112,6,2,1,4,2,4,0,6,1,5,7,0,0,3,2,2,4,3,2,2,1,10,2
127,2,4,0,4,0,3,12,7,2,5,7,0,2,3,6,8,3,9,2,1,5,10,2
241,0,3,1,4,0,1,0,9,6,5,7,0,0,3,2,8,2,2,0,2,5,17,2
639,0,4,0,1,0,1,14,2,4,3,1,0,0,0,2,2,2,2,0,2,5,16,2
662,2,3,1,4,0,3,3,9,4,5,0,0,3,3,2,8,2,2,3,3,5,3,2
474,0,3,1,2,0,2,0,9,4,5,1,0,0,3,2,8,2,2,2,2,1,0,2
274,6,2,1,0,0,4,7,7,2,5,0,0,0,3,2,8,2,2,3,3,5,3,2
139,4,4,0,4,0,2,0,6,4,1,1,0,0,3,2,2,2,2,3,3,5,10,2
231,5,0,1,1,2,1,7,6,5,5,1,0,0,3,2,6,2,2,2,2,2,1,2
157,2,2,1,4,0,3,0,7,2,5,0,2,0,3,2,8,1,3,3,3,5,2,2
942,6,1,1,4,2,1,7,2,2,5,7,3,3,3,5,8,2,2,3,3,5,3,2
50,4,3,1,6,0,4,5,7,4,5,3,0,0,3,2,2,2,7,0,2,5,10,2
425,5,1,1,1,2,2,0,7,4,5,7,0,3,3,2,8,2,2,3,3,5,10,2
38,1,2,1,4,0,2,0,6,4,0,7,0,0,3,2,8,2,4,2,2,6,11,2
531,5,1,1,2,0,4,0,2,4,5,1,0,0,0,2,8,1,3,3,3,5,0,1
3,2,1,1,4,0,2,8,9,4,5,0,0,0,0,2,2,1,4,0,2,5,0,1
331,0,2,1,6,0,1,5,7,6,3,0,0,3,0,2,6,2,11,3,3,5,0,2
842,5,4,0,4,0,3,0,2,0,5,1,0,3,0,3,8,2,2,2,2,5,12,1
984,5,2,1,4,2,2,0,7,2,5,7,0,3,3,2,8,3,2,3,3,5,0,2
500,6,3,1,1,0,2,8,7,2,5,7,0,0,3,2,1,2,7,0,2,5,9,2
430,6,0,1,4,0,4,8,7,2,5,7,0,0,0,2,8,2,2,0,2,5,9,2
328,1,1,1,4,0,0,0,7,2,5,1,0,3,3,7,8,2,2,1,2,5,0,2
247,0,1,1,4,0,4,0,9,6,5,1,0,0,0,2,6,2,2,0,2,5,3,1
1016,0,1,1,1,0,4,5,9,6,5,2,0,0,3,2,2,2,3,0,2,5,3,2
236,1,2,1,1,0,2,7,6,4,5,1,0,3,3,4,8,2,7,0,2,5,1,2
866,6,0,1,1,0,1,8,9,4,5,1,0,3,3,4,8,1,3,0,2,5,12,2
264,4,1,1,4,0,3,3,7,6,5,7,0,0,3,2,2,2,2,0,2,5,12,1
546,4,0,1,4,0,1,9,7,4,7,1,0,3,3,2,8,2,10,3,3,5,12,2
357,3,0,1,1,0,2,0,7,4,5,0,0,0,3,2,8,2,2,0,2,5,12,2
741,2,4,0,4,0,2,0,6,4,5,7,0,0,0,2,8,2,2,0,2,5,4,1
255,4,2,1,1,0,1,8,9,6,5,1,0,0,3,2,8,4,2,1,2,5,0,2
120,2,1,1,1,2,2,0,7,2,5,1,0,0,3,2,8,2,2,0,2,5,10,2
978,3,1,1,4,0,3,5,9,4,5,7,0,0,3,2,2,2,7,2,2,1,10,2
240,2,0,1,4,0,0,5,6,2,5,7,1,0,3,2,8,1,4,3,3,5,9,2
622,3,0,1,4,0,3,0,7,6,5,1,0,0,3,2,2,2,1,0,2,5,3,2
308,3,0,1,4,0,1,0,6,0,5,1,0,0,3,2,8,2,1,2,1,1,13,2
1019,1,2,1,0,2,0,5,7,4,7,5,0,0,3,2,8,2,7,3,3,5,1,2
669,4,0,1,4,0,3,7,7,2,5,7,2,0,0,2,8,2,2,0,2,5,10,2
242,3,0,1,4,0,2,7,5,4,7,2,0,0,0,2,8,2,8,2,2,1,1,2
371,5,1,1,4,0,3,0,2,1,5,7,0,0,3,7,8,2,2,2,2,1,11,2
956,1,0,1,4,0,0,14,7,2,5,7,0,0,3,2,8,2,2,2,2,5,0,2
20,2,1,1,1,0,0,8,6,2,5,1,0,0,0,2,2,2,2,3,3,5,12,2
928,6,0,1,4,0,2,14,7,4,5,7,0,0,3,2,8,2,4,3,3,5,16,2
348,6,2,1,4,0,2,11,7,2,5,7,0,0,3,2,8,2,11,0,2,5,10,2
571,3,2,1,1,0,2,0,7,2,5,2,0,0,0,2,8,1,2,2,2,5,10,2
400,1,1,1,4,0,0,0,9,4,5,7,0,3,0,4,8,1,3,3,3,5,1,1
956,4,3,1,4,0,3,8,6,0,5,1,0,0,3,2,2,1,3,0,2,5,11,2
921,6,4,1,2,0,3,0,12,6,5,7,0,0,3,2,8,2,2,2,1,5,9,2
157,2,3,1,4,0,3,0,7,0,5,3,0,0,3,2,8,2,2,0,2,5,1,2
633,3,3,1,4,0,2,0,6,0,5,7,0,0,0,2,8,2,2,0,2,5,7,1
546,5,1,1,1,0,2,5,6,4,5,0,0,0,0,2,2,2,2,0,2,5,9,2
391,4,1,1,4,2,0,9,7,6,5,7,0,3,0,0,8,3,2,0,2,5,9,2
940,1,1,1,1,0,1,14,7,4,5,7,0,0,0,2,8,2,2,2,2,6,4,2
935,4,4,0,4,0,3,5,6,2,5,1,0,0,3,2,8,3,2,3,3,5,3,2
430,6,1,1,4,0,4,0,7,2,5,7,0,3,3,3,8,2,2,3,3,5,0,1
760,0,1,1,2,2,2,10,6,4,5,1,0,3,0,4,8,1,2,0,2,5,13,2
315,6,1,1,4,0,2,7,7,6,5,1,0,0,3,2,8,2,2,3,3,5,12,2
71,6,1,1,4,0,2,6,4,4,5,1,0,0,3,2,8,2,3,0,1,5,10,2
375,1,0,1,4,0,2,4,6,1,5,1,0,0,3,2,8,2,2,3,3,5,11,2
801,2,1,1,4,0,1,7,9,2,5,7,0,0,0,2,2,1,2,3,3,5,16,2
149,2,1,1,4,0,1,9,6,2,5,1,0,0,3,2,2,2,10,0,2,5,9,1
687,4,4,0,4,0,1,0,9,2,5,1,0,0,0,2,2,2,4,1,2,5,10,2
38,5,0,1,2,0,3,11,5,6,3,1,0,0,3,2,8,2,4,2,2,5,0,2
973,2,1,1,4,0,1,5,7,4,5,1,0,0,3,2,8,2,2,3,3,5,11,2
821,6,1,1,1,0,2,5,9,4,5,1,0,0,0,2,8,2,2,1,2,5,10,2
520,0,3,1,4,0,1,5,6,4,5,1,0,3,0,2,8,3,2,2,2,5,10,2
568,1,0,1,4,0,4,0,12,4,5,7,2,0,3,2,2,2,2,0,2,5,1,2
374,5,0,1,4,0,2,8,7,0,5,7,0,0,0,2,8,2,2,3,3,5,2,2
646,1,4,1,4,0,3,0,9,4,5,0,0,0,0,2,1,2,2,0,2,5,9,2
773,2,4,1,6,2,2,0,7,2,5,7,0,2,0,6,8,2,2,0,2,5,1,2
318,4,1,1,4,0,0,7,6,4,5,1,2,0,3,2,2,2,2,3,3,5,0,2
708,3,0,1,1,0,0,5,7,2,5,0,0,0,0,2,1,2,4,0,2,5,1,2
969,5,0,1,1,0,0,14,6,2,0,1,0,3,3,2,2,1,2,0,2,5,10,2
1006,0,1,1,4,0,2,5,9,4,5,1,0,3,3,2,8,1,2,0,1,5,9,1
188,6,1,1,4,2,1,5,7,2,5,7,0,0,3,2,8,2,3,0,2,5,3,2
485,6,2,1,1,2,2,14,9,0,5,7,3,0,3,2,8,3,2,2,2,6,10,2
264,3,3,1,1,0,2,0,9,2,5,0,0,0,3,2,2,1,2,2,2,5,7,1
988,1,1,1,1,0,0,0,7,2,5,7,0,0,3,7,8,3,2,3,3,5,13,1
520,4,1,1,2,0,3,10,9,4,5,1,0,0,3,2,8,2,2,1,2,5,1,2
395,1,0,1,4,0,1,0,7,2,5,7,0,0,3,2,8,2,4,0,2,5,7,2
848,3,0,1,1,0,4,7,2,3,5,0,0,0,3,2,8,2,2,3,3,5,1,2
430,0,1,1,2,0,1,9,7,4,5,0,0,3,3,4,8,3,2,3,3,5,0,2
315,2,0,1,4,0,0,0,7,4,5,7,0,0,3,2,8,3,2,3,3,5,11,2
300,2,1,1,4,0,2,11,1,1,5,1,0,0,3,3,8,2,3,3,3,5,12,2
226,6,1,1,1,0,0,5,6,1,5,1,0,0,3,2,8,4,2,3,3,5,1,2
405,0,1,1,4,0,3,5,6,6,7,3,0,0,0,2,1,2,4,3,3,5,0,2
607,0,1,1,4,0,0,8,7,2,6,7,0,0,3,2,8,3,2,3,3,5,10,2
220,3,4,0,4,0,0,9,6,2,7,7,0,0,3,7,8,1,2,0,2,5,10,2
909,4,1,1,4,0,3,0,7,0,5,7,0,0,3,2,8,1,2,1,2,5,1,1
511,0,4,0,4,0,1,0,9,2,5,7,0,0,0,2,8,3,2,0,2,5,11,2
380,0,0,1,4,0,2,10,7,4,5,7,0,3,3,3,8,2,2,1,2,5,1,2
506,4,1,1,4,0,0,10,6,2,5,7,0,0,3,2,8,2,4,3,3,5,5,1
336,2,1,1,4,0,1,4,6,4,5,7,0,0,0,2,8,2,2,3,3,5,5,2
692,1,0,1,4,0,3,3,6,4,5,7,0,0,2,0,8,2,11,0,2,5,12,2
288,2,4,1,1,0,1,4,5,2,5,7,0,0,3,2,2,2,4,2,2,5,1,1
624,2,0,1,4,0,2,11,7,6,5,7,0,0,3,2,2,2,2,0,2,5,0,1
435,5,0,1,6,2,2,6,7,6,5,7,0,0,3,2,8,2,2,1,2,5,16,2
71,6,4,1,2,0,3,11,7,4,7,1,0,0,3,7,8,3,3,1,2,5,12,2
944,5,1,1,4,0,3,0,0,4,5,1,0,0,3,2,2,2,2,2,2,4,7,2
130,0,4,1,4,0,0,14,9,6,5,7,0,0,3,7,6,2,2,3,3,5,4,2
104,0,2,1,4,0,3,0,7,2,5,7,0,0,3,2,8,2,7,0,2,5,10,1
276,3,4,1,1,2,1,9,12,0,5,7,0,0,3,2,0,3,2,3,3,5,16,2
501,0,0,1,2,0,4,8,6,4,5,7,0,0,0,2,8,2,2,0,2,5,11,2
327,2,4,0,2,0,2,5,7,1,5,7,0,0,3,2,8,2,2,0,2,5,12,2
288,2,1,1,2,0,3,10,7,4,5,7,0,0,3,2,8,2,2,1,2,5,10,2
192,4,2,1,1,0,3,9,7,2,5,1,4,0,3,2,1,2,7,1,2,5,3,2
392,1,1,1,4,0,1,5,9,6,5,0,0,0,3,2,8,2,7,1,2,5,13,2
956,6,1,1,4,0,3,4,6,1,5,0,0,0,3,2,2,3,4,0,1,5,11,2
629,2,3,1,4,0,2,0,2,2,5,7,0,0,3,2,8,2,1,0,2,5,3,2
170,3,1,1,4,0,2,5,2,2,4,5,3,0,3,2,2,2,3,0,1,5,13,1
947,0,0,0,4,0,1,0,7,2,5,1,0,0,3,2,8,3,9,0,2,5,1,2
974,6,0,1,4,0,0,9,4,4,5,7,0,0,3,2,8,1,3,1,2,5,3,1
653,1,0,1,1,0,4,0,1,2,5,0,0,3,0,2,8,2,2,3,3,5,4,2
176,1,0,1,4,0,4,5,7,2,5,4,0,0,3,2,8,2,2,0,2,5,2,2
967,6,1,1,0,1,1,7,5,2,5,7,0,3,3,4,8,2,9,3,3,5,10,2
672,2,0,1,1,0,2,10,6,4,5,1,0,0,0,3,2,2,2,0,1,5,9,2
495,2,0,1,4,0,1,5,2,2,5,1,0,0,3,2,8,2,2,2,2,5,3,2
825,2,0,1,4,0,1,8,7,2,5,7,0,0,3,2,8,2,2,0,2,5,10,2
720,3,4,1,4,0,3,10,7,2,5,1,0,0,0,2,8,1,2,3,3,5,13,2
506,4,1,1,4,0,2,3,4,4,5,7,0,0,3,2,8,2,2,0,2,5,3,1
315,2,0,1,4,0,2,11,6,4,5,7,0,0,3,2,8,3,2,0,2,5,16,2
617,4,4,1,4,0,0,6,3,4,5,7,0,0,0,2,2,3,2,3,3,5,5,2
338,4,1,1,2,0,2,0,1,4,5,1,0,3,0,4,2,2,2,0,2,5,1,2
328,2,0,1,1,0,2,10,9,0,5,4,0,0,3,2,8,2,7,0,1,5,1,2
98,6,0,1,6,0,1,0,9,4,5,7,0,0,3,2,1,2,2,3,3,5,3,0
591,2,3,1,4,0,1,5,7,2,5,1,3,3,0,4,8,1,3,3,3,5,10,2
415,0,1,1,5,0,4,5,9,4,5,1,4,3,3,2,1,3,2,3,3,5,10,2
1008,6,4,1,4,0,2,7,6,4,5,0,0,0,3,2,6,1,2,3,3,5,16,2
216,5,0,1,4,0,1,5,5,2,0,7,0,3,3,4,8,1,2,1,2,5,9,2
992,1,0,2,4,0,1,5,7,2,5,7,0,3,3,2,1,3,2,3,3,5,19,2
19,6,3,1,4,0,4,0,7,2,3,7,0,3,0,4,1,2,3,3,3,5,12,2
435,1,0,1,4,0,3,8,9,0,5,0,0,0,3,2,8,2,2,3,3,5,1,2
448,0,1,1,1,0,2,7,6,2,5,1,0,0,3,2,8,2,4,3,3,5,5,2
497,2,2,1,1,0,2,5,5,4,7,7,0,3,3,4,8,2,2,3,3,5,10,2
988,0,1,1,1,0,4,0,7,0,5,7,0,3,3,4,8,2,2,3,3,5,10,2
363,5,4,1,1,2,3,3,7,2,8,1,0,3,3,4,8,2,9,3,3,5,10,2
737,1,4,0,4,0,3,7,6,2,5,7,0,0,0,2,8,2,3,0,1,5,10,2
953,6,0,1,4,0,2,7,7,2,5,1,0,3,0,0,8,2,2,3,3,5,12,2
253,6,0,1,4,2,2,4,6,2,7,1,0,0,3,2,8,2,4,3,3,5,3,2
931,1,1,1,4,2,0,5,7,1,5,7,0,3,3,4,8,2,1,3,3,5,12,2
705,0,1,1,4,0,3,5,2,2,5,1,0,0,3,2,2,2,9,0,2,5,10,2
380,0,4,1,4,0,0,5,9,4,5,1,0,0,3,2,8,2,2,0,2,5,12,2
